Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Start,End,Path
6734.0,2019-03-11,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-11 11:38:00.000,2019-03-11 11:47:00.000,2019-03-11 11:20:00.000,2019-03-11 11:12:00.000,2019-03-11 11:38:00.000,2019-03-11 11:12:00.000,0.0,0.0,9,8.0,-1.0,-26.0,-27.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-11,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-11 12:06:00.000,2019-03-11 12:14:00.000,2019-03-11 11:24:00.000,2019-03-11 11:20:00.000,2019-03-11 11:47:00.000,2019-03-11 11:20:00.000,19.0,0.0,8,4.0,-4.0,-46.0,-50.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-11,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-11 12:19:00.000,2019-03-11 12:28:00.000,2019-03-11 11:30:00.000,2019-03-11 11:24:00.000,2019-03-11 12:14:00.000,2019-03-11 11:24:00.000,5.0,0.0,9,6.0,-3.0,-55.0,-58.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-13,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-13 11:04:00.000,2019-03-13 11:11:00.000,2019-03-13 11:04:00.000,2019-03-13 10:51:00.000,,,,,7,13.0,6.0,-13.0,-7.0,,Acm,Blg,Acm
6734.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-13 11:11:00.000,2019-03-13 11:16:00.000,2019-03-13 11:09:00.000,,2019-03-13 11:11:00.000,2019-03-13 11:04:00.000,0.0,,5,,,,-7.0,,Acm,Blg,Snb
6734.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-13 11:16:00.000,2019-03-13 11:24:00.000,2019-03-13 11:19:00.000,2019-03-13 11:09:00.000,2019-03-13 11:16:00.000,2019-03-13 11:09:00.000,0.0,0.0,8,10.0,2.0,-7.0,-5.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-13 11:24:00.000,2019-03-13 11:30:00.000,2019-03-13 11:23:00.000,2019-03-13 11:19:00.000,2019-03-13 11:24:00.000,2019-03-13 11:19:00.000,0.0,0.0,6,4.0,-2.0,-5.0,-7.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-13 11:30:00.000,2019-03-13 11:38:00.000,2019-03-13 11:30:00.000,2019-03-13 11:23:00.000,2019-03-13 11:30:00.000,2019-03-13 11:23:00.000,0.0,0.0,8,7.0,-1.0,-7.0,-8.0,0.0,Acm,Blg,St
6734.0,2019-03-13,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-13 11:38:00.000,2019-03-13 11:47:00.000,2019-03-13 11:37:00.000,2019-03-13 11:30:00.000,2019-03-13 11:38:00.000,2019-03-13 11:30:00.000,0.0,0.0,9,7.0,-2.0,-8.0,-10.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-13,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-13 12:06:00.000,2019-03-13 12:14:00.000,2019-03-13 11:41:00.000,2019-03-13 11:37:00.000,2019-03-13 11:47:00.000,2019-03-13 11:37:00.000,19.0,0.0,8,4.0,-4.0,-29.0,-33.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-13,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-13 12:19:00.000,2019-03-13 12:28:00.000,2019-03-13 11:48:00.000,2019-03-13 11:41:00.000,2019-03-13 12:14:00.000,2019-03-13 11:41:00.000,5.0,0.0,9,7.0,-2.0,-38.0,-40.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-14,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-14 11:04:00.000,2019-03-14 11:11:00.000,2019-03-14 10:51:00.000,2019-03-14 10:44:00.000,,,,,7,7.0,0.0,-20.0,-20.0,,Acm,Blg,Acm
6734.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-14 11:11:00.000,2019-03-14 11:16:00.000,2019-03-14 10:56:00.000,,2019-03-14 11:11:00.000,2019-03-14 10:51:00.000,0.0,,5,,,,-20.0,,Acm,Blg,Snb
6734.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-14 11:16:00.000,2019-03-14 11:24:00.000,2019-03-14 11:04:00.000,2019-03-14 10:56:00.000,2019-03-14 11:16:00.000,2019-03-14 10:56:00.000,0.0,0.0,8,8.0,0.0,-20.0,-20.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-14 11:24:00.000,2019-03-14 11:30:00.000,2019-03-14 11:09:00.000,2019-03-14 11:04:00.000,2019-03-14 11:24:00.000,2019-03-14 11:04:00.000,0.0,0.0,6,5.0,-1.0,-20.0,-21.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-14 11:30:00.000,2019-03-14 11:38:00.000,2019-03-14 11:16:00.000,2019-03-14 11:09:00.000,2019-03-14 11:30:00.000,2019-03-14 11:09:00.000,0.0,0.0,8,7.0,-1.0,-21.0,-22.0,0.0,Acm,Blg,St
6734.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-14 11:38:00.000,2019-03-14 11:47:00.000,2019-03-14 11:23:00.000,2019-03-14 11:16:00.000,2019-03-14 11:38:00.000,2019-03-14 11:16:00.000,0.0,0.0,9,7.0,-2.0,-22.0,-24.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-14,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-14 12:06:00.000,2019-03-14 12:14:00.000,2019-03-14 11:30:00.000,2019-03-14 11:24:00.000,2019-03-14 11:47:00.000,2019-03-14 11:23:00.000,19.0,1.0,8,6.0,-2.0,-42.0,-44.0,-18.0,Acm,Blg,Sau
6734.0,2019-03-14,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-14 12:19:00.000,2019-03-14 12:28:00.000,2019-03-14 11:45:00.000,2019-03-14 11:37:00.000,2019-03-14 12:14:00.000,2019-03-14 11:30:00.000,5.0,7.0,9,8.0,-1.0,-42.0,-43.0,2.0,Acm,Blg,Blg
6734.0,2019-03-15,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-15 11:04:00.000,2019-03-15 11:11:00.000,2019-03-15 10:46:00.000,2019-03-15 10:38:00.000,,,,,7,8.0,1.0,-26.0,-25.0,,Acm,Blg,Acm
6734.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-15 11:11:00.000,2019-03-15 11:16:00.000,2019-03-15 10:51:00.000,,2019-03-15 11:11:00.000,2019-03-15 10:46:00.000,0.0,,5,,,,-25.0,,Acm,Blg,Snb
6734.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-15 11:16:00.000,2019-03-15 11:24:00.000,2019-03-15 11:00:00.000,2019-03-15 10:51:00.000,2019-03-15 11:16:00.000,2019-03-15 10:51:00.000,0.0,0.0,8,9.0,1.0,-25.0,-24.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-15 11:24:00.000,2019-03-15 11:30:00.000,2019-03-15 11:05:00.000,2019-03-15 11:00:00.000,2019-03-15 11:24:00.000,2019-03-15 11:00:00.000,0.0,0.0,6,5.0,-1.0,-24.0,-25.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-15,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-15 11:30:00.000,2019-03-15 11:38:00.000,2019-03-15 11:12:00.000,2019-03-15 11:05:00.000,2019-03-15 11:30:00.000,2019-03-15 11:05:00.000,0.0,0.0,8,7.0,-1.0,-25.0,-26.0,0.0,Acm,Blg,St
6734.0,2019-03-15,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-15 11:38:00.000,2019-03-15 11:47:00.000,2019-03-15 11:19:00.000,2019-03-15 11:12:00.000,2019-03-15 11:38:00.000,2019-03-15 11:12:00.000,0.0,0.0,9,7.0,-2.0,-26.0,-28.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-15,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-15 12:06:00.000,2019-03-15 12:14:00.000,2019-03-15 11:23:00.000,2019-03-15 11:19:00.000,2019-03-15 11:47:00.000,2019-03-15 11:19:00.000,19.0,0.0,8,4.0,-4.0,-47.0,-51.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-15,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-15 12:19:00.000,2019-03-15 12:28:00.000,2019-03-15 11:30:00.000,2019-03-15 11:23:00.000,2019-03-15 12:14:00.000,2019-03-15 11:23:00.000,5.0,0.0,9,7.0,-2.0,-56.0,-58.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-18,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-18 11:04:00.000,2019-03-18 11:11:00.000,2019-03-18 11:09:00.000,2019-03-18 11:03:00.000,,,,,7,6.0,-1.0,-1.0,-2.0,,Acm,Blg,Acm
6734.0,2019-03-18,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-18 11:11:00.000,2019-03-18 11:16:00.000,2019-03-18 11:14:00.000,,2019-03-18 11:11:00.000,2019-03-18 11:09:00.000,0.0,,5,,,,-2.0,,Acm,Blg,Snb
6734.0,2019-03-18,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-18 11:16:00.000,2019-03-18 11:24:00.000,2019-03-18 11:22:00.000,2019-03-18 11:14:00.000,2019-03-18 11:16:00.000,2019-03-18 11:14:00.000,0.0,0.0,8,8.0,0.0,-2.0,-2.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-18,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-18 11:24:00.000,2019-03-18 11:30:00.000,2019-03-18 11:27:00.000,2019-03-18 11:22:00.000,2019-03-18 11:24:00.000,2019-03-18 11:22:00.000,0.0,0.0,6,5.0,-1.0,-2.0,-3.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-18,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-18 11:30:00.000,2019-03-18 11:38:00.000,2019-03-18 11:33:00.000,2019-03-18 11:27:00.000,2019-03-18 11:30:00.000,2019-03-18 11:27:00.000,0.0,0.0,8,6.0,-2.0,-3.0,-5.0,0.0,Acm,Blg,St
6734.0,2019-03-18,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-18 11:38:00.000,2019-03-18 11:47:00.000,2019-03-18 11:41:00.000,2019-03-18 11:33:00.000,2019-03-18 11:38:00.000,2019-03-18 11:33:00.000,0.0,0.0,9,8.0,-1.0,-5.0,-6.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-18,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-18 12:06:00.000,2019-03-18 12:14:00.000,2019-03-18 11:45:00.000,2019-03-18 11:41:00.000,2019-03-18 11:47:00.000,2019-03-18 11:41:00.000,19.0,0.0,8,4.0,-4.0,-25.0,-29.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-18,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-18 12:19:00.000,2019-03-18 12:28:00.000,2019-03-18 11:51:00.000,2019-03-18 11:45:00.000,2019-03-18 12:14:00.000,2019-03-18 11:45:00.000,5.0,0.0,9,6.0,-3.0,-34.0,-37.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-20,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-20 11:04:00.000,2019-03-20 11:11:00.000,2019-03-20 10:25:00.000,2019-03-20 10:07:00.000,,,,,7,18.0,11.0,-57.0,-46.0,,Acm,Blg,Acm
6734.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-20 11:11:00.000,2019-03-20 11:16:00.000,2019-03-20 10:30:00.000,,2019-03-20 11:11:00.000,2019-03-20 10:25:00.000,0.0,,5,,,,-46.0,,Acm,Blg,Snb
6734.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-20 11:16:00.000,2019-03-20 11:24:00.000,2019-03-20 10:54:00.000,2019-03-20 10:30:00.000,2019-03-20 11:16:00.000,2019-03-20 10:30:00.000,0.0,0.0,8,24.0,16.0,-46.0,-30.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-20 11:24:00.000,2019-03-20 11:30:00.000,2019-03-20 11:00:00.000,2019-03-20 10:54:00.000,2019-03-20 11:24:00.000,2019-03-20 10:54:00.000,0.0,0.0,6,6.0,0.0,-30.0,-30.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-20 11:30:00.000,2019-03-20 11:38:00.000,2019-03-20 11:06:00.000,2019-03-20 11:00:00.000,2019-03-20 11:30:00.000,2019-03-20 11:00:00.000,0.0,0.0,8,6.0,-2.0,-30.0,-32.0,0.0,Acm,Blg,St
6734.0,2019-03-20,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-20 11:38:00.000,2019-03-20 11:47:00.000,2019-03-20 11:13:00.000,2019-03-20 11:06:00.000,2019-03-20 11:38:00.000,2019-03-20 11:06:00.000,0.0,0.0,9,7.0,-2.0,-32.0,-34.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-20,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-20 12:06:00.000,2019-03-20 12:14:00.000,2019-03-20 11:18:00.000,2019-03-20 11:13:00.000,2019-03-20 11:47:00.000,2019-03-20 11:13:00.000,19.0,0.0,8,5.0,-3.0,-53.0,-56.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-20,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-20 12:19:00.000,2019-03-20 12:28:00.000,2019-03-20 11:23:00.000,2019-03-20 11:18:00.000,2019-03-20 12:14:00.000,2019-03-20 11:18:00.000,5.0,0.0,9,5.0,-4.0,-61.0,-65.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-21,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-21 11:04:00.000,2019-03-21 11:11:00.000,2019-03-21 10:29:00.000,2019-03-21 10:08:00.000,,,,,7,21.0,14.0,-56.0,-42.0,,Acm,Blg,Acm
6734.0,2019-03-21,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-21 11:11:00.000,2019-03-21 11:16:00.000,2019-03-21 10:34:00.000,,2019-03-21 11:11:00.000,2019-03-21 10:29:00.000,0.0,,5,,,,-42.0,,Acm,Blg,Snb
6734.0,2019-03-21,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-21 11:16:00.000,2019-03-21 11:24:00.000,2019-03-21 10:56:00.000,2019-03-21 10:34:00.000,2019-03-21 11:16:00.000,2019-03-21 10:34:00.000,0.0,0.0,8,22.0,14.0,-42.0,-28.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-21,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-21 11:24:00.000,2019-03-21 11:30:00.000,2019-03-21 11:02:00.000,2019-03-21 10:56:00.000,2019-03-21 11:24:00.000,2019-03-21 10:56:00.000,0.0,0.0,6,6.0,0.0,-28.0,-28.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-21,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-21 11:30:00.000,2019-03-21 11:38:00.000,2019-03-21 11:08:00.000,2019-03-21 11:02:00.000,2019-03-21 11:30:00.000,2019-03-21 11:02:00.000,0.0,0.0,8,6.0,-2.0,-28.0,-30.0,0.0,Acm,Blg,St
6734.0,2019-03-21,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-21 11:38:00.000,2019-03-21 11:47:00.000,2019-03-21 11:15:00.000,2019-03-21 11:08:00.000,2019-03-21 11:38:00.000,2019-03-21 11:08:00.000,0.0,0.0,9,7.0,-2.0,-30.0,-32.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-21,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-21 12:06:00.000,2019-03-21 12:14:00.000,2019-03-21 11:19:00.000,2019-03-21 11:15:00.000,2019-03-21 11:47:00.000,2019-03-21 11:15:00.000,19.0,0.0,8,4.0,-4.0,-51.0,-55.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-21,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-21 12:19:00.000,2019-03-21 12:28:00.000,2019-03-21 11:25:00.000,2019-03-21 11:20:00.000,2019-03-21 12:14:00.000,2019-03-21 11:19:00.000,5.0,1.0,9,5.0,-4.0,-59.0,-63.0,-4.0,Acm,Blg,Blg
6734.0,2019-03-22,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-22 11:04:00.000,2019-03-22 11:11:00.000,2019-03-22 10:49:00.000,2019-03-22 10:12:00.000,,,,,7,37.0,30.0,-52.0,-22.0,,Acm,Blg,Acm
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-22 11:11:00.000,2019-03-22 11:16:00.000,2019-03-22 10:54:00.000,,2019-03-22 11:11:00.000,2019-03-22 10:49:00.000,0.0,,5,,,,-22.0,,Acm,Blg,Snb
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-22 11:16:00.000,2019-03-22 11:24:00.000,2019-03-22 11:04:00.000,2019-03-22 10:54:00.000,2019-03-22 11:16:00.000,2019-03-22 10:54:00.000,0.0,0.0,8,10.0,2.0,-22.0,-20.0,0.0,Acm,Blg,Hdm
