Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Start,End,Path
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-20 05:45:00.000,2019-03-20 05:51:00.000,2019-03-20 04:50:00.000,,2019-03-20 05:45:00.000,2019-03-20 04:44:00.000,0.0,,6,,,,-61.0,,Acm,Blg,Snb
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-20 05:51:00.000,2019-03-20 06:00:00.000,2019-03-20 05:15:00.000,2019-03-20 04:50:00.000,2019-03-20 05:51:00.000,2019-03-20 04:50:00.000,0.0,0.0,9,25.0,16.0,-61.0,-45.0,0.0,Acm,Blg,Hdm
6760.0,2019-03-20,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-20 06:00:00.000,2019-03-20 06:06:00.000,2019-03-20 05:20:00.000,2019-03-20 05:15:00.000,2019-03-20 06:00:00.000,2019-03-20 05:15:00.000,0.0,0.0,6,5.0,-1.0,-45.0,-46.0,0.0,Acm,Blg,Vhy
6760.0,2019-03-20,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-20 06:28:00.000,2019-03-20 06:36:00.000,2019-03-20 05:26:00.000,2019-03-20 05:20:00.000,2019-03-20 06:06:00.000,2019-03-20 05:20:00.000,22.0,0.0,8,6.0,-2.0,-68.0,-70.0,-22.0,Acm,Blg,St
6760.0,2019-03-20,GT,GODS,Uppehåll,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-20 06:46:00.000,2019-03-20 06:55:00.000,2019-03-20 05:33:00.000,2019-03-20 05:26:00.000,2019-03-20 06:36:00.000,2019-03-20 05:26:00.000,10.0,0.0,9,7.0,-2.0,-80.0,-82.0,-10.0,Acm,Blg,Gtf
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-20 06:55:00.000,2019-03-20 06:59:00.000,2019-03-20 05:37:00.000,2019-03-20 05:33:00.000,2019-03-20 06:55:00.000,2019-03-20 05:33:00.000,0.0,0.0,4,4.0,0.0,-82.0,-82.0,0.0,Acm,Blg,Sau
6760.0,2019-03-20,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-20 06:59:00.000,2019-03-20 07:07:00.000,2019-03-20 05:44:00.000,2019-03-20 05:37:00.000,2019-03-20 06:59:00.000,2019-03-20 05:37:00.000,0.0,0.0,8,7.0,-1.0,-82.0,-83.0,0.0,Acm,Blg,Blg
6760.0,2019-03-27,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-27 05:40:00.000,2019-03-27 05:45:00.000,2019-03-27 05:09:00.000,2019-03-27 04:50:00.000,,,,,5,19.0,14.0,-50.0,-36.0,,Acm,Blg,Acm
6760.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-27 05:45:00.000,2019-03-27 05:51:00.000,2019-03-27 05:15:00.000,,2019-03-27 05:45:00.000,2019-03-27 05:09:00.000,0.0,,6,,,,-36.0,,Acm,Blg,Snb
6760.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-27 05:51:00.000,2019-03-27 06:00:00.000,2019-03-27 05:24:00.000,2019-03-27 05:15:00.000,2019-03-27 05:51:00.000,2019-03-27 05:15:00.000,0.0,0.0,9,9.0,0.0,-36.0,-36.0,0.0,Acm,Blg,Hdm
6760.0,2019-03-27,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-27 06:00:00.000,2019-03-27 06:06:00.000,2019-03-27 05:28:00.000,2019-03-27 05:24:00.000,2019-03-27 06:00:00.000,2019-03-27 05:24:00.000,0.0,0.0,6,4.0,-2.0,-36.0,-38.0,0.0,Acm,Blg,Vhy
6760.0,2019-03-27,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-27 06:28:00.000,2019-03-27 06:36:00.000,2019-03-27 05:34:00.000,2019-03-27 05:28:00.000,2019-03-27 06:06:00.000,2019-03-27 05:28:00.000,22.0,0.0,8,6.0,-2.0,-60.0,-62.0,-22.0,Acm,Blg,St
6760.0,2019-03-27,GT,GODS,Uppehåll,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-27 06:46:00.000,2019-03-27 06:55:00.000,2019-03-27 05:41:00.000,2019-03-27 05:34:00.000,2019-03-27 06:36:00.000,2019-03-27 05:34:00.000,10.0,0.0,9,7.0,-2.0,-72.0,-74.0,-10.0,Acm,Blg,Gtf
6760.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-27 06:55:00.000,2019-03-27 06:59:00.000,2019-03-27 06:20:00.000,2019-03-27 05:41:00.000,2019-03-27 06:55:00.000,2019-03-27 05:41:00.000,0.0,0.0,4,39.0,35.0,-74.0,-39.0,0.0,Acm,Blg,Sau
6760.0,2019-03-27,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-27 06:59:00.000,2019-03-27 07:07:00.000,2019-03-27 06:27:00.000,2019-03-27 06:20:00.000,2019-03-27 06:59:00.000,2019-03-27 06:20:00.000,0.0,0.0,8,7.0,-1.0,-39.0,-40.0,0.0,Acm,Blg,Blg
6771.0,2019-03-19,GT,GODS,Uppehåll,Passage,20,Vagnavkoppling av godsvagnar,0,-,1,Blg,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-19 13:40:00.000,2019-03-19 13:45:00.000,2019-03-19 13:45:00.000,2019-03-19 13:32:00.000,,,,,5,13.0,8.0,-8.0,0.0,,Acm,Blg,Acm
6771.0,2019-03-19,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Blg,Blg,Borlänge c,Blg,Stora Tuna,Sau,2019-03-19 05:58:00.000,2019-03-19 06:07:00.000,2019-03-19 05:51:00.000,2019-03-19 05:46:00.000,,,,,9,5.0,-4.0,-12.0,-16.0,,Acm,Blg,Sau
6771.0,2019-03-19,GT,GODS,Uppehåll,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Blg,Blg,Fors,Fs,Jularbo,Ju,2019-03-19 09:02:00.000,2019-03-19 09:10:00.000,2019-03-19 09:28:00.000,2019-03-19 09:21:00.000,,,,,8,7.0,-1.0,19.0,18.0,,Acm,Blg,Ju
6771.0,2019-03-19,TJT,-,Första,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Blg,Blg,Avesta Krylbo,Avky,Hökmora,Hma,2019-03-19 10:22:00.000,2019-03-19 10:31:00.000,2019-03-19 10:11:00.000,2019-03-19 09:48:00.000,,,,,9,23.0,14.0,-34.0,-20.0,,Acm,Blg,Hma
6771.0,2019-03-19,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Blg,Blg,Karbenning,Kbn,Hökmora,Hma,2019-03-19 12:25:00.000,2019-03-19 12:30:00.000,2019-03-19 11:24:00.000,2019-03-19 11:19:00.000,,,,,5,5.0,0.0,-66.0,-66.0,,Acm,Blg,Hma
6771.0,2019-03-19,GT,GODS,Passage,Sista,0,-,22,Vagn av- och tillkoppling av godsvagnar,2,Blg,Blg,Jularbo,Ju,Avesta Krylbo,Avky,2019-03-19 09:10:00.000,2019-03-19 09:15:00.000,2019-03-19 09:32:00.000,2019-03-19 09:28:00.000,2019-03-19 09:10:00.000,2019-03-19 09:28:00.000,0.0,0.0,5,4.0,-1.0,18.0,17.0,0.0,Acm,Blg,Avky
6771.0,2019-03-19,GT,GODS,Passage,Uppehåll,0,-,20,Vagnavkoppling av godsvagnar,2,Blg,Blg,Hökmora,Hma,Avesta Krylbo,Avky,2019-03-19 12:30:00.000,2019-03-19 12:40:00.000,2019-03-19 11:31:00.000,2019-03-19 11:24:00.000,2019-03-19 12:30:00.000,2019-03-19 11:24:00.000,0.0,0.0,10,7.0,-3.0,-66.0,-69.0,0.0,Acm,Blg,Avky
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,2,Blg,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-19 13:45:00.000,2019-03-19 13:51:00.000,2019-03-19 13:51:00.000,,2019-03-19 13:45:00.000,2019-03-19 13:45:00.000,0.0,,6,,,,0.0,,Acm,Blg,Snb
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,2,Blg,Blg,Stora Tuna,Sau,Gustafs,Gtf,2019-03-19 06:07:00.000,2019-03-19 06:12:00.000,2019-03-19 06:04:00.000,2019-03-19 05:51:00.000,2019-03-19 06:07:00.000,2019-03-19 05:51:00.000,0.0,0.0,5,13.0,8.0,-16.0,-8.0,0.0,Acm,Blg,Gtf
6771.0,2019-03-19,TJT,-,Passage,Sista,0,-,22,Vagn av- och tillkoppling av godsvagnar,2,Blg,Blg,Hökmora,Hma,Karbenning,Kbn,2019-03-19 10:31:00.000,2019-03-19 10:36:00.000,2019-03-19 10:15:00.000,2019-03-19 10:11:00.000,2019-03-19 10:31:00.000,2019-03-19 10:11:00.000,0.0,0.0,5,4.0,-1.0,-20.0,-21.0,0.0,Acm,Blg,Kbn
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,3,Blg,Blg,Gustafs,Gtf,Säter,St,2019-03-19 06:12:00.000,2019-03-19 06:21:00.000,2019-03-19 06:13:00.000,2019-03-19 06:04:00.000,2019-03-19 06:12:00.000,2019-03-19 06:04:00.000,0.0,0.0,9,9.0,0.0,-8.0,-8.0,0.0,Acm,Blg,St
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,3,Blg,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-19 13:51:00.000,2019-03-19 14:00:00.000,2019-03-19 13:59:00.000,2019-03-19 13:51:00.000,2019-03-19 13:51:00.000,2019-03-19 13:51:00.000,0.0,0.0,9,8.0,-1.0,0.0,-1.0,0.0,Acm,Blg,Hdm
6771.0,2019-03-19,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Blg,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-19 14:00:00.000,2019-03-19 14:06:00.000,2019-03-19 14:04:00.000,2019-03-19 13:59:00.000,2019-03-19 14:00:00.000,2019-03-19 13:59:00.000,0.0,0.0,6,5.0,-1.0,-1.0,-2.0,0.0,Acm,Blg,Vhy
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,4,Blg,Blg,Säter,St,Vikmanshyttan,Vhy,2019-03-19 06:21:00.000,2019-03-19 06:27:00.000,2019-03-19 06:18:00.000,2019-03-19 06:13:00.000,2019-03-19 06:21:00.000,2019-03-19 06:13:00.000,0.0,0.0,6,5.0,-1.0,-8.0,-9.0,0.0,Acm,Blg,Vhy
6771.0,2019-03-19,GT,GODS,Uppehåll,Passage,0,-,0,-,5,Blg,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-19 14:18:00.000,2019-03-19 14:31:00.000,2019-03-19 14:23:00.000,2019-03-19 14:04:00.000,2019-03-19 14:06:00.000,2019-03-19 14:04:00.000,12.0,0.0,13,19.0,6.0,-14.0,-8.0,-12.0,Acm,Blg,St
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,5,Blg,Blg,Vikmanshyttan,Vhy,Hedemora,Hdm,2019-03-19 06:27:00.000,2019-03-19 06:32:00.000,2019-03-19 06:24:00.000,2019-03-19 06:18:00.000,2019-03-19 06:27:00.000,2019-03-19 06:18:00.000,0.0,0.0,5,6.0,1.0,-9.0,-8.0,0.0,Acm,Blg,Hdm
6771.0,2019-03-19,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Blg,Blg,Hedemora,Hdm,Snickarbo,Snb,2019-03-19 06:32:00.000,2019-03-19 06:41:00.000,2019-03-19 06:32:00.000,2019-03-19 06:24:00.000,2019-03-19 06:32:00.000,2019-03-19 06:24:00.000,0.0,0.0,9,8.0,-1.0,-8.0,-9.0,0.0,Acm,Blg,Snb
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,6,Blg,Blg,Säter,St,Gustafs,Gtf,2019-03-19 14:31:00.000,2019-03-19 14:39:00.000,2019-03-19 14:32:00.000,2019-03-19 14:23:00.000,2019-03-19 14:31:00.000,2019-03-19 14:23:00.000,0.0,0.0,8,9.0,1.0,-8.0,-7.0,0.0,Acm,Blg,Gtf
6771.0,2019-03-19,GT,GODS,Uppehåll,Passage,0,-,0,-,7,Blg,Blg,Snickarbo,Snb,Avesta Centrum,Acm,2019-03-19 06:45:00.000,2019-03-19 06:53:00.000,2019-03-19 06:46:00.000,2019-03-19 06:44:00.000,2019-03-19 06:41:00.000,2019-03-19 06:32:00.000,4.0,12.0,8,2.0,-6.0,-1.0,-7.0,8.0,Acm,Blg,Acm
6771.0,2019-03-19,GT,GODS,Passage,Passage,0,-,0,-,7,Blg,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-19 14:39:00.000,2019-03-19 14:45:00.000,2019-03-19 14:36:00.000,2019-03-19 14:32:00.000,2019-03-19 14:39:00.000,2019-03-19 14:32:00.000,0.0,0.0,6,4.0,-2.0,-7.0,-9.0,0.0,Acm,Blg,Sau
6771.0,2019-03-19,GT,GODS,Passage,Uppehåll,0,-,2,Vagntillkoppling av godsvagnar,8,Blg,Blg,Avesta Centrum,Acm,Avesta Krylbo,Avky,2019-03-19 06:53:00.000,2019-03-19 06:57:00.000,2019-03-19 06:54:00.000,,2019-03-19 06:53:00.000,2019-03-19 06:46:00.000,0.0,,4,,,,-3.0,,Acm,Blg,Avky
6771.0,2019-03-19,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Blg,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-19 14:45:00.000,2019-03-19 14:54:00.000,2019-03-19 14:43:00.000,2019-03-19 14:36:00.000,2019-03-19 14:45:00.000,2019-03-19 14:36:00.000,0.0,0.0,9,7.0,-2.0,-9.0,-11.0,0.0,Acm,Blg,Blg
40350.0,2019-03-11,GT,GODS,Första,Passage,0,-,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-11 10:03:00.000,2019-03-11 10:06:00.000,2019-03-11 02:19:00.000,,,,,,3,,,,-467.0,,Acm,Blg,Acm
40350.0,2019-03-11,GT,GODS,Passage,Uppehåll,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-11 10:06:00.000,2019-03-11 10:15:00.000,2019-03-11 02:28:00.000,,2019-03-11 10:06:00.000,2019-03-11 02:19:00.000,0.0,,9,,,,-467.0,,Acm,Blg,Snb
40350.0,2019-03-11,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-11 10:31:00.000,2019-03-11 10:40:00.000,2019-03-11 02:53:00.000,,2019-03-11 10:15:00.000,2019-03-11 02:28:00.000,16.0,,9,,,,-467.0,,Acm,Blg,Hdm
40350.0,2019-03-11,GT,GODS,Uppehåll,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-11 10:58:00.000,2019-03-11 11:03:00.000,2019-03-11 03:16:00.000,,2019-03-11 10:40:00.000,2019-03-11 02:53:00.000,18.0,,5,,,,-467.0,,Acm,Blg,Vhy
40350.0,2019-03-11,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-11 11:03:00.000,2019-03-11 11:09:00.000,2019-03-11 03:22:00.000,,2019-03-11 11:03:00.000,2019-03-11 03:16:00.000,0.0,,6,,,,-467.0,,Acm,Blg,St
40350.0,2019-03-11,GT,GODS,Passage,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-11 11:09:00.000,2019-03-11 11:16:00.000,2019-03-11 03:29:00.000,,2019-03-11 11:09:00.000,2019-03-11 03:22:00.000,0.0,,7,,,,-467.0,,Acm,Blg,Gtf
40350.0,2019-03-11,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-11 11:16:00.000,2019-03-11 11:20:00.000,2019-03-11 03:33:00.000,,2019-03-11 11:16:00.000,2019-03-11 03:29:00.000,0.0,,4,,,,-467.0,,Acm,Blg,Sau
40350.0,2019-03-11,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-11 11:20:00.000,2019-03-11 11:27:00.000,2019-03-11 03:40:00.000,,2019-03-11 11:20:00.000,2019-03-11 03:33:00.000,0.0,,7,,,,-467.0,,Acm,Blg,Blg
65733.0,2019-03-20,TJT,-,Uppehåll,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Fs,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-20 15:31:00.000,2019-03-20 15:34:00.000,2019-03-20 14:25:00.000,2019-03-20 14:15:00.000,,,,,3,10.0,7.0,-76.0,-69.0,,Acm,Blg,Acm
65733.0,2019-03-20,TJT,-,Första,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Fs,Blg,Fors,Fs,Jularbo,Ju,2019-03-20 15:09:00.000,2019-03-20 15:12:00.000,2019-03-20 13:55:00.000,2019-03-20 13:51:00.000,,,,,3,4.0,1.0,-78.0,-77.0,,Acm,Blg,Ju
65733.0,2019-03-20,TJT,-,Passage,Uppehåll,0,-,22,Vagn av- och tillkoppling av godsvagnar,2,Fs,Blg,Jularbo,Ju,Avesta Krylbo,Avky,2019-03-20 15:12:00.000,2019-03-20 15:16:00.000,2019-03-20 13:59:00.000,2019-03-20 13:55:00.000,2019-03-20 15:12:00.000,2019-03-20 13:55:00.000,0.0,0.0,4,4.0,0.0,-77.0,-77.0,0.0,Acm,Blg,Avky
65733.0,2019-03-20,TJT,-,Passage,Passage,0,-,0,-,2,Fs,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-20 15:34:00.000,2019-03-20 15:39:00.000,2019-03-20 14:30:00.000,,2019-03-20 15:34:00.000,2019-03-20 14:25:00.000,0.0,,5,,,,-69.0,,Acm,Blg,Snb
65733.0,2019-03-20,TJT,-,Passage,Passage,0,-,0,-,3,Fs,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-20 15:39:00.000,2019-03-20 15:46:00.000,2019-03-20 14:37:00.000,2019-03-20 14:30:00.000,2019-03-20 15:39:00.000,2019-03-20 14:30:00.000,0.0,0.0,7,7.0,0.0,-69.0,-69.0,0.0,Acm,Blg,Hdm
65733.0,2019-03-20,TJT,-,Passage,Passage,0,-,0,-,4,Fs,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-20 15:46:00.000,2019-03-20 15:50:00.000,2019-03-20 14:41:00.000,2019-03-20 14:37:00.000,2019-03-20 15:46:00.000,2019-03-20 14:37:00.000,0.0,0.0,4,4.0,0.0,-69.0,-69.0,0.0,Acm,Blg,Vhy
65733.0,2019-03-20,TJT,-,Passage,Passage,0,-,0,-,5,Fs,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-20 15:50:00.000,2019-03-20 15:55:00.000,2019-03-20 14:47:00.000,2019-03-20 14:41:00.000,2019-03-20 15:50:00.000,2019-03-20 14:41:00.000,0.0,0.0,5,6.0,1.0,-69.0,-68.0,0.0,Acm,Blg,St
65733.0,2019-03-20,TJT,-,Passage,Uppehåll,0,-,0,-,6,Fs,Blg,Säter,St,Gustafs,Gtf,2019-03-20 15:55:00.000,2019-03-20 16:02:00.000,2019-03-20 14:54:00.000,2019-03-20 14:47:00.000,2019-03-20 15:55:00.000,2019-03-20 14:47:00.000,0.0,0.0,7,7.0,0.0,-68.0,-68.0,0.0,Acm,Blg,Gtf
65733.0,2019-03-20,TJT,-,Uppehåll,Uppehåll,0,-,0,-,7,Fs,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-20 16:06:00.000,2019-03-20 16:11:00.000,2019-03-20 14:57:00.000,2019-03-20 14:54:00.000,2019-03-20 16:02:00.000,2019-03-20 14:54:00.000,4.0,0.0,5,3.0,-2.0,-72.0,-74.0,-4.0,Acm,Blg,Sau
65733.0,2019-03-20,TJT,-,Uppehåll,Sista,0,-,22,Vagn av- och tillkoppling av godsvagnar,8,Fs,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-20 16:24:00.000,2019-03-20 16:30:00.000,2019-03-20 15:03:00.000,2019-03-20 14:58:00.000,2019-03-20 16:11:00.000,2019-03-20 14:57:00.000,13.0,1.0,6,5.0,-1.0,-86.0,-87.0,-12.0,Acm,Blg,Blg
